All traffic signals,,,,,,,,,,,Location,Latitude,,,,,,,,,,
PX,GUNNS RD,Mid Block,Side 1,Side 2,Private Access,Additional Info,Geo ID,Node ID,X,Y,Latitude,Longitude,Activation Date,Signal System,Non system,Mode of Control,Pedestrian Walk speed,APS,Transit Preempt,Fire preempt,Rail preempt,No. of Signalized Approaches
978,YORK MILLS RD,,VALENTINE DR,SILVERDALE CRES,,,440420,13449192,317558.648,4846134.108,43.75708295,-79.34136808,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
979,BATHURST ST,,CARSCADDEN DR,ELLERSLIE AVE,,,439530,13448217,309539.97,4847058,43.76546,-79.44087,00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",1,1,,,4
980,BATHURST ST,55m NORTH OF,STAFFORD RD,,,,7640400,0,309432.78,4847658.5,43.77088,-79.44222,00:00.0,MTSS,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,2
981,BATHURST ST,,BAYCREST AVE,,,,11335881,13453652,310249.5,4843078,43.72963,-79.43213,00:00.0,TransSuite,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,1,,,3
982,VICTORIA PARK AVE,,CRESCENT TOWN RD,,,,1185,13458442,321672.4,4839421.5,43.69656,-79.29046,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
983,LAWRENCE AVE E,,MANSE RD,,,,107987,13446875,330845.733,4847683.009,43.7706276,-79.1762578,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
984,BAY ST,,CHARLES ST W,,,,8140999,13463813,313746.22,4836256.28,43.66822,-79.38885,00:00.0,SCOOT,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
985,DIXON RD,,CHETTA PL,WINCOTT DR,,,908689,13459282,300580.011,4839318.057,43.69585,-79.55211,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
986,STEELES AVE E,,WILLOWDALE AVE,,,,436533,13443721,311666.81,4850813.62,43.79926,-79.41444,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
987,BIRCHMOUNT RD,,HUNTINGWOOD DR,,,,11033986,13444601,320695.618,4849850.006,43.79045,-79.30227,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
988,DANFORTH RD,,WOLFE AVE,GORDONRIDGE PL,,,111500,13453572,324714.4104,4842860.142,43.7274,-79.25263,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
989,PARK LAWN RD,,GARDINER E PARK LAWN RD RAMP,,,SOUTH INTERSECTION,913217,13469530,305917.33,4831529.69,43.625648,-79.48615504,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
990,MARKHAM RD,,LUELLA ST,COUGAR CRT,,,110281,0,327358.7143,4844828.351,43.74507,-79.2197,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
991,WILSON AVE,,YONGE BLVD,,,,442346,13451789,311612.43,4844373.84,43.74132,-79.41522,00:00.0,SCOOT,,SAP,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
992,FINCH AVE W,,MARTIN GROVE RD,,,,2967336,13452853,297397.38,4843873.01,43.73681,-79.5917,00:00.0,MTSS,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
993,CHURCH ST,,GOULD ST,,,,11462072,13465397,314636.089,4835148.157,43.658207,-79.3778242,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
994,VICTORIA PARK AVE,,VAN HORNE AVE,FERNCREST GT,,,106321,13444794,318499.4967,4849713.009,43.78927,-79.32957,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
995,LAWRENCE AVE E,55m WEST OF,MARCOS BLVD,,,,7155728,0,324170.928,4845667.488,43.75275,-79.25919,00:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,2
996,MCCOWAN RD,,ST ANDREWS RD,,,,109176,13448559,325167.9368,4846489.009,43.76007,-79.246861,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
997,ELLESMERE RD,,BOROUGH APPROACH E,,,,108027,13446954,324473.71,4847734.104,43.7713,-79.25566,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
998,FINCH AVE W,,GOLDFINCH CRT,TORRESDALE AVE,,,10313423,13447210,308733.41,4847818.26,43.77233,-79.45093,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
999,FINCH AVE E,,ALAMOSA DR,PINEWAY BLVD,,,7949863,13444899,314982.348,4849695.471,43.78918,-79.37328,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1000,FINCH AVE W,,ALNESS ST,CHAMPAGNE DR,,,439183,13447951,307080.46,4847319.12,43.76786,-79.47148,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1001,ALBION RD,,FINCH AVE W,,,,906946,13452171,297596.92,4844352.83,43.74117,-79.5892,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1002,FINCH AVE W,,TOBERMORY DR,,,,10071734,13449201,304145.729,4846369.751,43.7593,-79.50792,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
1003,SPADINA RD,,BERNARD AVE,,,,7974330,13463165,312360.81,4836697.97,43.67219,-79.40602,00:00.0,MTSS,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1004,LAWRENCE AVE W,,SHERMOUNT AVE,PRIVATE ACCESS,CONDO COMPLEX,,9234642,13455564,309511.05,4841639.83,43.71673,-79.44134,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1005,LAWRENCE AVE E,,GREENCREST CRCT,GREENHOLM CRCT,,,4368146,13448487,327089.7367,4846521.003,43.76033,-79.22297,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1006,LAWRENCE AVE E,245m EAST OF,GREENBRAE CRCT,PRIVATE ACCESS,CEDARBRAE MALL WEST ACCESS,,11485087,0,326488.1072,4846343.483,43.75876,-79.23043,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1007,JANE ST,,YEWTREE BLVD,FIRGROVE CRES,,,10093085,13449866,303409.33,4845877.73,43.75486,-79.51707,00:00.0,MTSS,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1008,JANE ST,,GILTSPUR DR,,,,443478,13453033,303823.82,4843623.9,43.73458,-79.5119,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
1009,MOUNT PLEASANT RD,,SOUDAN AVE,,,,1138396,13457151,313706.53,4840465.5,43.70611,-79.38924,00:00.0,MTSS,,SAP,,0,,,,4
1010,SHEPPARD AVE W,,ARLETA AVE,NORTHOVER ST,,,10257930,13451923,304663.34,4844393.99,43.74157,-79.50149,00:00.0,Awaiting TransSuite Control,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1011,EGLINTON AVE W,,BICKNELL AVE,MUNICIPAL DR,,,8187,13460210,306623.7,4838636.12,43.68969,-79.47717,00:00.0,MTSS,,SAP,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1012,LESLIE ST,,VAN HORNE AVE,TANGLE BRIARWAY,,,437600,13445549,315524.647,4849095.359,43.78376,-79.36654,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1013,KINGSTON RD,,FENWOOD HTS,PRIVATE ACCESS,TOWNHOUSE COMPLEX,3100 KINGSTON RD,111514,13453501,326559.3732,4842870.003,43.72752,-79.22974,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1014,SHEPPARD AVE E,,PROVOST DR,AMBROSE RD,,,438793,13447350,315148.11,4847607.94,43.77030305,-79.37146676,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1015,VICTORIA PARK AVE,,FINCH AVE E,,,,436769,13444318,318351.69,4850141,43.79317,-79.33141,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1016,BLOOR ST W,,MARKLAND DR,,,EAST INTERSECTION,912782,13469133,299072.519,4832404.393,43.63359229,-79.57075328,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1017,BELLAMY RD N,,BRIMORTON DR,,,,108487,13447492,325784.25,4847310,43.76746,-79.23914,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1018,HORNER AVE,,THIRTIETH ST,,,,7323985,13470350,302060.44,4829148.45,43.60428,-79.53372,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1019,GERRARD ST E,,ONTARIO ST,,,,7673901,13464815,315291.84,4835545.78,43.6618,-79.36969,00:00.0,Awaiting TransSuite Control,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,2
1020,MCCOWAN RD,,PITFIELD RD,INVERGORDON AVE,,,106625,13444903,324319.258,4849520.982,43.7874,-79.25726,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1021,KENNEDY RD,,FINCH AVE E,,,,3369829,13443302,321151.19,4851054,43.8013,-79.2966,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1022,DAVENPORT RD,,LAUGHTON AVE,,,,2216186,13463602,308348.93,4836488.98,43.67035,-79.45578,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1023,DAVENPORT RD,,SPADINA RD,,,,1140818,13462293,312191.75,4837278.65,43.67743,-79.40811,00:00.0,Awaiting TransSuite Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1024,ST CLAIR AVE W,,ARLINGTON AVE,,,,1140229,13461675,310519.07,4837680.57,43.6811,-79.42885,00:00.0,Awaiting TransSuite Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
1025,KINGSTON RD,,CHINE DR,,,,8794156,13455525,325326.7173,4841382.971,43.71414,-79.24508,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1026,BIRCHMOUNT RD,350m NORTH OF,BONIS AVE,PRIVATE ACCESS,#2450-2500 BIRCHMOUNT RD (STEVEN LEACOCK),,30000678,0,320829.2482,4849424.265,43.78662,-79.30066,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1027,KINGSTON RD,,BELLAMY RD S,RAVINE DR,,,2676305,13452797,326972.3737,4843382.005,43.7321,-79.22456,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1028,BRIMLEY RD,,BRIMORTON DR,WATERFIELD DR,,,108649,13447880,324144.153,4847055.059,43.765215,-79.259562,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1029,MIDLAND AVE,,MIDWEST RD,,,MIDWEST N INTERSECTION,108915,13447807,323257.31,4847128,43.7659,-79.27054,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1030,AVENUE RD,,ROSELAWN AVE,,,,1138284,13456838,312002.25,4840740,43.70858,-79.41043,00:00.0,SCOOT,,SAP,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1031,WARDEN AVE,,BERTRAND AVE,PRIVATE ACCESS,,,111225,13452791,321722.8736,4843480.004,43.7331,-79.28971,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1032,MORNINGSIDE AVE,,401 C E MORNINGSIDE AVE S RAMP,,,HWY 401 SOUTH INTERSECTION,13502955,13502957,329207.42,4850367.42,43.79481167,-79.19671316,00:00.0,Awaiting TransSuite Control,,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1033,LAWRENCE AVE W,,BENNETT RD,,,,107677,13446543,331645.1937,4847934.082,43.77289,-79.16632,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1034,PHARMACY AVE,,TEESDALE PL,,,,2295440,13458358,322082.107,4839472.263,43.69701,-79.28537,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1035,FINCH AVE E,,WARDEN AVE,,,,9392838,13443837,319609.94,4850551,43.79683,-79.31576,00:00.0,MTSS,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
1036,KIPLING AVE,,HUNTING RIDGE,CLEMENT RD,,,3008335,13461907,300526.21,4837716.31,43.6814,-79.5528,00:00.0,SCOOT,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1037,WYNFORD DR,,DVP S WYNFORD DR RAMP,,,WYNFORD RAMP,444094,13453914,318408.74,4842760.01,43.72671,-79.33083,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1038,STEELES AVE E,,DON MILLS RD,,,,436136,13442528,315985.19,4852145,43.8112,-79.36077,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1039,DON MILLS RD,,MCNICOLL AVE,,,,436530,13443573,316521.23,4850859.89,43.79963,-79.35413,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1040,DON MILLS RD E,,DEERFORD RD,,,,30044625,13445327,316798.332,4849283.623,43.78543,-79.35078,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,2
1041,DON MILLS RD E,,GODSTONE RD,PRIVATE ACCESS,,,9950377,13445637,316928.3,4848989.66,43.78277,-79.34914,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1042,DON MILLS RD W,210m NORTH OF,GOODVIEW RD,,,,437459,0,316575.66,4849288,43.7855,-79.35349,00:00.0,SCOOT,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,1
1043,DON MILLS RD W,185m SOUTH OF,GOODVIEW RD,,,NORTH OF ESTERBROOKE AVE,9950387,0,316676.41,4848937,43.78227,-79.35224,00:00.0,SCOOT,,PED,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,1
1044,DON MILLS RD,,MALLARD RD,,,,441373,13450514,317158.51,4845151.29,43.74823,-79.34634,00:00.0,SCOOT,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1045,DON MILLS RD,,CHIPPING RD,,,,8837833,13451065,317232.28,4844764.98,43.74468079,-79.34564533,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1046,DON MILLS RD,,LEITH HILL RD,PRIVATE ACCESS,WEST ENTRANCE TO FAIRVIEW MALL,,438191,13446349,317028.28,4848363.35,43.77715,-79.34783,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1047,DUFFERIN ST,,BOWIE AVE,WHITMORE AVE,,,9655858,13458615,308722.44,4839553.25,43.69794,-79.45113,00:00.0,MTSS,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,3
1048,DANFORTH AVE,,LINNSMORE CRES,,,,14050911,13461240,318508.12,4837804.62,43.68208,-79.32975,00:00.0,TransSuite,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1049,SHEPPARD AVE W,,CHESSWOOD DR,,,,10071080,13449668,306854.0565,4845953.477,43.7556,-79.4742,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1050,LESLIE ST,,CLANSMAN BLVD,CASTLEBURY CRES,,,436598,13443979,315284.244,4850511.558,43.79652,-79.36951,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1051,KENNEDY RD,,MERRIAN RD,PRIVATE ACCESS,KENNEDY PARK SHOPPING CENTRE,,111518,13453613,323642.8692,4842855.017,43.72742,-79.26589,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1052,PHARMACY AVE,,HUNTINGWOOD DR,,,,107072,13445713,319259.546,4848872.994,43.78168,-79.32015,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1053,KINGSTON RD,,SCARBOROUGH GOLF CLUB RD,,,,3484506,13450532,328193.058,4844935.004,43.746,-79.20937,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1054,YORK MILLS RD,,FENN AVE,,,,441577,13450773,313723.131,4845014.652,43.747027,-79.388996,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1055,PARK LAWN RD,,PARK LAWN GARDINER W RAMP,PRIVATE ACCESS,ONTARIO FOOD TERMINAL,NORTH INTERSECTION,913153,13469460,305772.28,4831685.5,43.62713,-79.48772,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1056,THE EAST MALL,,NORTH QUEEN ST,,,,5674924,13469836,300795.9,4830949.94,43.6205,-79.54942,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1057,KENNEDY RD,,BERTRAND AVE,,,,2905626,13452055,323300.31,4843970,43.73747,-79.27011,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1058,GUILDWOOD PKWY,,LIVINGSTON RD,,,,110089,13450294,329006.482,4845105.058,43.74758,-79.19927,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1059,FINCH AVE E,,BRAHMS AVE,LINUS RD,,,436917,13444508,316206.22,4850009.84,43.79198,-79.35806,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1060,BIRCHMOUNT RD,,BAY MILLS BLVD,BONIS AVE,,,106992,13445461,320934.617,4849089.998,43.783579,-79.299347,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1061,FINCH AVE W,,ROMFIELD LANE,PRIVATE ACCESS,CARDINAL MCGUIGAN H.S.,,439769,13448693,305296.25,4846738.2,43.76262,-79.49363,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1062,BLOOR ST W,,SYMINGTON AVE,STERLING RD,,,11394542,13465705,308983.967,4835038.005,43.6573,-79.4479,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1063,DUFFERIN ST,,DUFFERIN PARK AVE,,,,5868581,13465703,310082.39,4835022.1,43.65714,-79.43429,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1064,BATHURST ST,,WELLS ST,,,,10664097,13463530,311785.48,4836465.04,43.67013,-79.41314,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
1065,RENFORTH DR,,RATHBURN RD,,,,11048448,13466944,298371.1525,4834388.377,43.65146,-79.57947,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1066,ALBION RD,,WESTON RD ALBION RD RAMP,,,WESTON RD S/B RAMP,445295,13455618,301634.1716,4841745.833,43.71769,-79.53908,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1067,DON MILLS RD,,SENECA HILL DR,,,,10906429,13444705,316521.68,4849822.85,43.79027,-79.35417,00:00.0,SCOOT,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1068,KEELE ST,,JUNCTION RD,,,,9085387,13464031,307557.123,4836213.769,43.6679,-79.46554,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1069,BLOOR ST W,,RESURRECTION RD,PRIVATE ACCESS,POLICE DIVISION #22,,14204404,14203989,302297.857,4833455.803,43.64298245,-79.5310133,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1070,FINCH AVE E,,HEATHVIEW AVE,TOLLERTON AVE,,,437351,13445290,313907.63,4849372.26,43.78627,-79.38663,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,0,,,4
1071,ALBION RD,,ARCOT BLVD,IRWIN RD,,,907512,13454299,300587.632,4842755.556,43.72676,-79.55203,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1072,BRIMLEY RD,,PROGRESS AVE,,,,107766,13446436,323848.049,4848174.09,43.77534,-79.26315,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1073,CHRISTIE ST,,BARTON AVE,,,,30039607,13464157,311266.1568,4836073.059,43.66658,-79.41962,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1074,EGLINTON AVE W,,GLENHOLME AVE,PRIVATE ACCESS,,,8677495,13458815,309192.24,4839425.56,43.69678,-79.44529,00:00.0,MTSS,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1075,KEELE ST,,CANON JACKSON DR,PRIVATE ACCESS,,,14226160,14226162,306774.183,4839407.906,43.69656151,-79.47550887,00:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1076,JANE ST,,HANEY AVE,,,,9486977,13463074,305207.74,4836893.99,43.674,-79.49473,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,3
1077,JANE ST,,RITA DR,STANLEY RD,,,10092803,13451700,303645.19,4844574.29,43.74313,-79.51413,00:00.0,MTSS,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1078,YORK MILLS RD,,UPPER HIGHLAND CRES,HIGHLAND CRES,,,441798,13451068,313124.984,4844838.37,43.7454795,-79.396423,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1079,YORK MILLS RD,,BANBURY RD,CHIPSTEAD RD,,,441109,13450081,315216.839,4845508.169,43.751477,-79.370436,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1080,MIDLAND AVE,,STANSBURY CRES,,,,2920092,13451218,323996.6865,4844537.005,43.74255,-79.26143,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1081,MIDLAND AVE,,DORCOT AVE,,,,109359,13448907,323510.256,4846248.003,43.75796,-79.26743,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1082,ELLESMERE RD,,ORTON PARK RD,MILITARY TRL,,,107198,13445757,327552.67,4848682.35,43.77981,-79.21714,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1083,BAYVIEW AVE,,TRUMAN RD,FIFESHIRE RD,,,439829,13448765,313912.41,4846520.56,43.76056,-79.38663,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1084,KENNEDY RD,,MUNHAM GT,PRIVATE ACCESS,,,11714723,13448718,322605.4387,4846401,43.75938,-79.27864,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1085,VICTORIA PARK AVE,,OLD SHEPPARD AVE,HUNTINGWOOD DR,,,10179959,13445899,318838.88,4848725,43.78037,-79.32538,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1086,MARTIN GROVE RD,,BETHRIDGE RD,,,,9655625,13457328,298478.38,4840624.89,43.70756,-79.57817,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1087,ST CLAIR AVE W,,LAUGHTON AVE,,,,8704908,13462870,308199.22,4836976.21,43.67476,-79.45767,00:00.0,MTSS,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,3
1088,ISLINGTON AVE,,BERING AVE,,,,912190,13468469,303071.7311,4833048.976,43.63938,-79.52121,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1089,THE QUEENSWAY,,ZORRA ST,,,,913421,13469755,302978.4,4831110.7,43.62195,-79.52235,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1090,ADELAIDE ST W,,JOHN ST,,,,12763900,13467106,313634.299,4833996.481,43.64788,-79.39028,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,1,,3
1091,FINCH AVE W,220m EAST OF,ALEXDON RD,PRIVATE ACCESS,,,11272524,0,306158.38,4847036,43.76528,-79.48296,00:00.0,MTSS,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,4
1092,FINCH AVE E,,PHARMACY AVE,,,,4429233,13444158,318789.44,4850278,43.79438,-79.32597,00:00.0,MTSS,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1093,DUFFERIN ST,,SHANLY ST,,,,14011416,13464778,309891.13,4835671.25,43.66299,-79.43666,00:00.0,TransSuite,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,3
1094,MARLEE AVE,,RIDELLE AVE,,,,7307,13457669,309479.279,4840213.007,43.70387,-79.44173,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1095,FINCH AVE W,,400 S FINCH W RAMP,,,S/B OFF RAMP,440965,13450029,302145.701,4845786.54,43.75397511,-79.53295965,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1096,WESTON RD,,LANYARD RD,,,,4526705,13450908,301433.265,4845142.933,43.74824,-79.5416,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1097,RICHMOND ST W,,PORTLAND ST,,,,1146265,13467277,312760.394,4833897.066,43.64699,-79.40111,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1098,MIDLAND AVE,,MARCOS BLVD,ROMULUS DR,,,110315,13450601,323865.438,4844962.999,43.7464,-79.26306,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1099,YONGE ST,,NORTH YORK BLVD,ELMWOOD AVE,,,14067766,14067768,311849.45,4847195.91,43.76658,-79.4122,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
